subs,title
,List of cemeteries in Pakistan
,Category:Tennis in Pakistan
,Squash in Pakistan
,Category:Swimming in Pakistan
"[,],Medals by Games,[,],Medals by sport",Pakistan at the Paralympics
,Category:Rugby union in Pakistan
"[,],Medals by games,[,],Medals by sport,[,],Pakistan hockey team at the Olympics,[,],Individual medals,[,],Milestones",Pakistan at the Olympics
,Category:Polo in Pakistan
"[,],Men's race,[,],Women's race,[,],Wheel chair race,[,],Visually impaired race",Lahore Marathon
,Category:Motorsport in Pakistan
"[,],Amar,[,],Sanjeevni,[,],Gaminee,[,],Federations,[,],Women's teams",Kabaddi
"[,],Scoring and outs",Gilli-danda
,Football in Pakistan
"[,],Olympics,[,],Hockey World Cup,[,],Hockey Champions Trophy",Pakistan Hockey Federation
,Category:Golf in Pakistan
,Category:Cycle racing in Pakistan
,Cricket in Pakistan
,Category:Boxing in Pakistan
,Category:Baseball in Pakistan
,National symbols of Pakistan
,Sport in Pakistan
,List of songs about Pakistan
,Category:Athletics in Pakistan
,Public holidays in Pakistan
,List of Pakistani flags
,Gun politics in Pakistan
,Etiquette in Pakistan
"[,],Balochistan,[,],Kashmir,[,],Khyber Pakhtunkhwa and FATA,[,],Muhajir,[,],Punjab,[,],Sindh,[,],Breakfast,[,],Lunch,[,],Dinner,[,],Snacks and Fast Foods,[,],Barbecue and kebabs",Pakistani cuisine
,Mehndi
"[,],Regional clothing,[,],Shalwar kameez,[,],Other traditional dresses,[,],Regional clothing,[,],Religious clothing,[,],New trends,[,],Make-up,[,],Pakistani fashion industry",Pakistani clothing
,Shalwar kameez
"[,],Pakistani literature,[,],Saadat Hasan Manto,[,],Umer Sharif,[,],Farrukh Nigar Aziz,[,],Local theatre,[,],Punjab Lok Rahs,[,],Theatre in the capital,[,],The Acting Wheel,[,],Black Fish,[,],School plays,[,],Foreign theatre companies,[,],NAPA",Theatre of Pakistan
"[,],Suggested Readings",Pakistani philosophy
"[,],Notable composers and performers,[,],Instruments,[,],Humnawa,[,],Notable composers and performers,[,],Hamd,[,],Dafli,[,],Balochi,[,],Punjabi,[,],Potohari,[,],Sindhi,[,],Notable Sindhi singers,[,],Kashmiri,[,],Saraiki,[,],Khowar,[,],Pashto,[,],Persian,[,],Hindko,[,],Pop,[,],Rock,[,],Hip hop",Music of Pakistan
,Mushaira
"[,],Urdu,[,],Punjabi,[,],Pashto,[,],Sindhi,[,],Saraiki,[,],Kashmiri,[,],English,[,],Persian",Pakistani literature
"[,],Sindhi folklore,[,],Balochi folklore,[,],Kashmiri folklore,[,],Pakhtun folklore,[,],Punjabi folklore,[,],Saraiki folklore",Pakistani folklore
"[,],Muslim conquest of India",Pakistani nationalism
,Category:Dance in Pakistan
"[,],Partition and growth of cinema(1947–1958),[,],Golden age under President Ayub Khan (1959–1969),[,],Age of the VCR (1970–1977),[,],President Zia-ul-Haq's Islamisation, Gandasa culture and the downfall (1979–1987),[,],Collapse (1988–2002),[,],Revival under President Musharraf (2003–2009),[,],Future under President Zardari (2009–present),[,],Pakistani actors and actresses,[,],Playback singers",Cinema of Pakistan
,Lists of Pakistani films
,Pakistani architecture
,Immigration to Pakistan
"[,],Punjabis,[,],Pashtuns,[,],Sindhis,[,],Balochs,[,],Muhajirs,[,],Saraikis,[,],Hindkowans,[,],Ranghar and Meo,[,],Hazara,[,],Pamiris,[,],Baltis",Ethnic groups in Pakistan
"[,],OPF Schools,[,],Foreign Community Welfare Attaches,[,],Pakistan Origin Card (POC),[,],From The Middle East,[,],From Europe,[,],From America,[,],Diasporas of Pakistani ethnic groups,[,],Related diasporas,[,],Other",Pakistani diaspora
,Urbanisation in Pakistan
"[,],Geographic distribution,[,],Population size and growth,[,],UN estimates,[,],Gender ratios,[,],Fertility by region (2007),[,],Fertility by level of education (2007),[,],Mortality and life expectancy,[,],Human Development Index,[,],Literacy,[,],Educational institutions by kind,[,],Ethnic groups,[,],Foreign born population in Pakistan,[,],Languages of Pakistan,[,],Classification",Demographics of Pakistan
"Zulfikar Ali Bhutto Government,Zia-ul-Haq's military régime,Benazir Bhutto Government,Nawaz Sharif Government,Pervez Musharraf's régime,President Asif Zardari,Education,Employment,Land and property rights,Sexual violence,Trafficking,Dowry abuse,Domestic violence,Acid throwing,Head and eyebrow shaving,Dress code,Gender roles,Marriage and divorce issues,Adultery,Health,Sex ratio,Eve teasing,Religious abuse,Political assassinations,Politics and activism,Arts and entertainment,Sports,Literature,Other fields",Women in Pakistan
,Time in Pakistan
,Social clubs in Pakistan
,Prostitution in Pakistan
,Religion in Pakistan
"[,],Male,[,],Female",Pakistani name
"[,],Civilian / democratically elected,[,],Martial law administrators/dictators,[,],Social scientists and religious scholars,[,],Economists,[,],Scientists and technologists,[,],Quranic reciters,[,],Writers & Poets,[,],Actors and actresses (film, television and stage),[,],Artists and painters,[,],Documentary filmmakers,[,],Fashion,[,],Journalists,[,],Musicians and bands,[,],Vocal Artists,[,],Naat khawans,[,],Noha khawans,[,],Video jockeys,[,],Cricket,[,],Field hockey,[,],Golf,[,],Sailing,[,],Snooker,[,],Squash,[,],Tennis,[,],Football,[,],Tent Pegging",List of Pakistanis
"[,],Public institutions,[,],Private institutions,[,],Peshawar,[,],Other districts,[,],Lahore,[,],Faisalabad,[,],Rawalpindi,[,],Other districts,[,],Public institutions,[,],Private institutions",List of hospitals in Pakistan
"[,],Proposal party,[,],Engagement,[,],Dholki,[,],Mehndi,[,],Barat,[,],Nikah,[,],Wedding,[,],Showing of the face,[,],Rukhsati,[,],Shab-i-Zifaf,[,],Walima",Marriage in Pakistan
,Women's rights in Pakistan
,Lists of educational institutions in Pakistan
,Crime in Pakistan
"[,],Music,[,],Dances,[,],Drama and theatre,[,],Painting,[,],Architecture,[,],Ramadan,[,],Chand Raat,[,],Eid celebrations,[,],Milaad un Nabi,[,],Muharram (Ashura),[,],Jashn-e-Baharan,[,],Christmas,[,],Holi,[,],Nowruz,[,],Independence Day,[,],Defense Day Parade,[,],Television,[,],Radio,[,],Cinema,[,],Internet,[,],Ethnic groups",Culture of Pakistan
"[,],Primary education,[,],Secondary education,[,],Tertiary education,[,],Quaternary education,[,],Abdus Salam,[,],Literacy rate,[,],School attendance,[,],Comparison with other countries,[,],Adult Literacy Rate,[,],Youth Literacy Rate",Education in Pakistan
"[,],Fully owned,[,],Associated,[,],Committee of Administration,[,],Central Board of Directors",Fauji Foundation
,Category:Pakistani society
"[,],Privatization phase (1993-1999),[,],Privatization (intensified phase: 1999-2008),[,],Public perception,[,],Adversary opposition,[,],Notes,[,],Documentation",Privatization in Pakistan
,Nationalization in Pakistan
,Corporate sector of Pakistan
,Trade unions in Pakistan
"[,],First five decades,[,],Recent decades,[,],Economic resilience,[,],Macroeconomic reform and prospects,[,],Stock market,[,],Manufacturing and finance,[,],Middle class,[,],Poverty alleviation expenditures,[,],Demographics,[,],Tourism,[,],Revenue,[,],Rupee,[,],Foreign exchange rate,[,],Foreign exchange reserves,[,],Agriculture,[,],Industry,[,],Services,[,],Investment,[,],Foreign trade,[,],External Imbalances,[,],Economic aid,[,],Remittances,[,],Revenues and taxation,[,],Expenditures (and the economic costs of War on Terror),[,],Sovereign bonds",Economy of Pakistan
,Securities and Exchange Commission of Pakistan
"[,],Algeria,[,],Botswana,[,],Cameroon,[,],Cape Verde,[,],Egypt,[,],Ghana,[,],Kenya,[,],Libya,[,],Malawi,[,],Mauritius,[,],Morocco,[,],Mozambique,[,],Namibia,[,],Nigeria,[,],Rwanda,[,],South Africa,[,],Sudan,[,],Swaziland,[,],Tanzania,[,],Tunisia,[,],Uganda,[,],Zambia,[,],West Africa,[,],Afghanistan,[,],ASEAN,[,],Bahrain,[,],Bangladesh,[,],Bhutan,[,],Cambodia,[,],China,[,],India,[,],Indonesia,[,],Iran,[,],Iraq,[,],Israel,[,],Japan,[,],Jordan,[,],Kazakhstan,[,],Kuwait,[,],Kyrgyzstan,[,],Laos,[,],Lebanon,[,],Malaysia,[,],Maldives,[,],Mongolia,[,],Nepal,[,],Oman,[,],Pakistan,[,],Palestine,[,],Philippines,[,],Qatar,[,],Saudi Arabia,[,],Singapore,[,],Sri Lanka,[,],South Korea,[,],Syria,[,],Taiwan,[,],Thailand,[,],United Arab Emirates,[,],Uzbekistan,[,],Vietnam,[,],Pan-European,[,],Albania,[,],Armenia,[,],Austria,[,],Azerbaijan,[,],Belgium,[,],Bosnia and Herzegovina,[,],Bulgaria,[,],Channel Islands,[,],Croatia,[,],Cyprus,[,],Czech Republic,[,],Denmark,[,],Estonia,[,],Faroe Islands,[,],Finland,[,],France,[,],Georgia,[,],Germany,[,],Gibraltar,[,],Greece,[,],Hungary,[,],Iceland,[,],Ireland,[,],Italy,[,],Latvia,[,],Lithuania,[,],Luxembourg,[,],Macedonia,[,],Malta,[,],Moldova,[,],Montenegro,[,],Netherlands,[,],Norway,[,],Poland,[,],Portugal,[,],Romania,[,],Russia,[,],Serbia,[,],Slovakia,[,],Slovenia,[,],Spain,[,],Sweden,[,],Switzerland,[,],Turkey,[,],Ukraine,[,],United Kingdom,[,],Bahamas,[,],Barbados,[,],Bermuda,[,],Canada,[,],Cayman Islands,[,],Costa Rica,[,],Dominican Republic,[,],Eastern Caribbean,[,],El Salvador,[,],Guatemala,[,],Honduras,[,],Jamaica,[,],Mexico,[,],Nicaragua,[,],Panama,[,],Trinidad and Tobago,[,],United States of America,[,],Pan-American,[,],Argentina,[,],Bolivia,[,],Brazil,[,],Chile,[,],Colombia,[,],Ecuador,[,],Guyana,[,],Paraguay,[,],Peru,[,],Uruguay,[,],Venezuela",List of stock exchanges
,Pakistani rupee
"[,],Policy advocacy,[,],Investment promotion,[,],Coordination,[,],Ease of doing business,[,],Board members,[,],Key people,[,],Departments and wings",Pakistan Board of Investment
"[,],Automobile assembler,[,],Banks,[,],Chemical,[,],Engineering consultants,[,],Fashion,[,],Fertilizer,[,],Food and personal care products,[,],Hotels,[,],Insurance,[,],Investment banks and stockbrokers,[,],News and media,[,],Oil and gas exploration,[,],Oil and gas marketing,[,],Oil refineries,[,],Pharmaceuticals,[,],Power generation and power distribution,[,],Sugar and allied industries,[,],Telecommunication and IT and technology,[,],Textile composite,[,],Textile processing,[,],Textile spinning,[,],Textile weaving,[,],Tobacco,[,],Transport",List of companies of Pakistan
"[,],Infectious diseases,[,],Family planning,[,],Maternal and child health,[,],Cancer care,[,],Obesity,[,],Malnutrition,[,],Smoking,[,],Drug addiction,[,],Suicide,[,],Personnel,[,],Facilities,[,],Professional institutes,[,],Nursing,[,],Dentistry,[,],Pharmacy,[,],Medical tourism,[,],Veterinary medicine,[,],Community medicine,[,],Nuclear medicine",Health care in Pakistan
,List of banks in Pakistan
,Banking in Pakistan
"[,],Ministry of Tourism,[,],Islamabad Capital Territory,[,],Balochistan,[,],Khyber Pakhtunkhwa (Khyber-PK),[,],Punjab,[,],Sindh",Tourism in Pakistan
"[,],Ministries and responsibilities of Ministers,[,],Ministers of State and Parliamentary Secretaries,[,],Statutory boards,[,],Community Development Councils and Mayors of districts",Government of Singapore
,Pharmaceutical industry in Pakistan
,Mining in Pakistan
"[,],The Silk Route,[,],Silk goes to India,[,],Silk brocades,[,],Kinkhwabs,[,],Jamawar,[,],Kanchipuram,[,],Banarasi,[,],Assam silk,[,],Karachi",Silk in the Indian subcontinent
,List of Second World War Victoria Cross recipients
" Adding pages without visiting them , Adding whole categories ",Book creator
,"Pages that link to ""List of Second World War Victoria Cross recipients"""
,"Information for ""List of Second World War Victoria Cross recipients"""
,Cite
,"Changes related to ""List of Second World War Victoria Cross recipients"""
,Talk:List of Second World War Victoria Cross recipients
,List of Second World War Victoria Cross recipients
,List of Second World War Victoria Cross recipients: Revision history
,Log in / create account
,Log in / create account
,Editing List of Second World War Victoria Cross recipients
,Category:World War II recipients of the Victoria Cross
,"Rendering,Want to print more than one article?"
,Category:Lists of recipients of the Victoria Cross by conflict
,Category:Featured lists
,List of Second World War Victoria Cross recipients
,List of Victoria Crosses by school
,List of living Victoria Cross recipients
,Wikipedia:Featured lists
,List of Victoria Cross recipients (N–Z)
,List of Victoria Cross recipients (A–F)
,List of Second Boer War Victoria Cross recipients
,List of Second Anglo-Afghan War Victoria Cross recipients
,List of Victoria Cross recipients (G–M)
,List of Zulu War Victoria Cross recipients
,List of New Zealand Wars Victoria Cross recipients
"Punjabi,Pashto,Sindhi,Balochi,Kashmiri,Brahui,Shina,Saraiki,Hindko,English (official language),Arabic (religious language),Persian,Turkic languages (cultural language),Minor languages,Indo-European,Other",Languages of Pakistan
,List of Indian Mutiny Victoria Cross recipients
,List of Victoria Cross recipients by campaign
,List of Brigade of Gurkhas recipients of the Victoria Cross
,List of medical recipients of the Victoria Cross
,List of Crimean War Victoria Cross recipients
,List of Royal Engineers recipients of the Victoria Cross
"[,],Bibliography",List of Brigade of Guards recipients of the Victoria Cross
,List of artillery Victoria Cross recipients
,List of Victoria Cross recipients of the Indian Army
,List of Victoria Cross recipients of the Royal Air Force
,List of Victoria Cross recipients of the Royal Navy
,List of Victoria Cross recipients of uncertain nationality
,List of Scottish Victoria Cross recipients
,List of New Zealander Victoria Cross recipients
,List of Irish Victoria Cross recipients
"[,],Victoria Cross,[,],Victoria Cross for Australia",List of Australian Victoria Cross recipients
,List of Victoria Cross recipients by nationality
,List of English Victoria Cross recipients
,List of Canadian Victoria Cross recipients
,Template:Victoria Cross recipients
,Template talk:Victoria Cross recipients
"[,],Football stitching,[,],Save the Children,[,],SPARC,[,],Other NGOs",Child labour in Pakistan
,Labour force of Pakistan
,Animal husbandry in Pakistan
,Editing Template:Victoria Cross recipients
"[,],Pakistan - US Journalists Exchange Program,[,],International Center for Journalists,[,],History,[,],Legal framework,[,],Press Council and Newspaper Regulation",Media of Pakistan
